ID_Cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Fatura_Online,Metodo_Pagamento,Gasto_Mensal,Gasto_Total
9540-JYROE,Sim,Masculino,0,Nao,Nao,8,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Mailed check,70.1,551.35
9541-PWTWO,Nao,Feminino,0,Nao,Nao,52,Sim,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),80.95,4233.95
9541-ZPSEA,Nao,Masculino,0,Sim,Sim,68,Sim,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Nao,Credit card (automatic),80.35,5375.15
9544-PYPSJ,Nao,Feminino,1,Sim,Sim,62,Sim,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Sim,Credit card (automatic),96.1,6019.35
9546-CQJSU,Sim,Feminino,0,Nao,Nao,2,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,91.4,193.6
9546-KDTRB,Nao,Feminino,0,Nao,Nao,19,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Bank transfer (automatic),24.7,465.85
9547-ITEFG,Nao,Masculino,0,Sim,Sim,9,Sim,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Sim,Credit card (automatic),102.6,897.75
9548-LERKT,Nao,Masculino,0,Sim,Nao,24,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.75,483.15
9548-LIGTA,Nao,Masculino,0,Sim,Nao,61,Sim,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Sim,Mailed check,81.05,4747.65
9548-ZMVTX,Nao,Masculino,0,Sim,Sim,72,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Nao,Bank transfer (automatic),90.45,6565.85
9552-TGUZV,Nao,Masculino,0,Sim,Nao,8,Sim,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Sim,Mailed check,75.0,658.1
9553-DLCLU,Nao,Feminino,0,Nao,Sim,13,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),88.95,1161.75
9554-DFKIC,Nao,Masculino,0,Sim,Sim,30,Sim,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),54.45,1588.7
9555-SAHUZ,Nao,Feminino,0,Sim,Sim,38,Sim,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Nao,Electronic check,54.5,2076.05
9558-IHEZX,Nao,Feminino,0,Nao,Nao,71,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Sim,Credit card (automatic),106.75,7283.25
9560-ARGQJ,Sim,Feminino,0,Nao,Sim,16,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,81.0,1312.15
9560-BBZXK,Nao,Feminino,0,Nao,Nao,36,Nao,Sem servico de telefone,DSL,Yes,No,No,No,No,No,Two year,Nao,Bank transfer (automatic),31.05,1126.35
9564-KCLHR,Sim,Masculino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Nao,Mailed check,51.25,51.25
9565-AXSMR,Nao,Masculino,0,Sim,Sim,52,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.2,1054.75
9565-DJPIB,Sim,Feminino,0,Nao,Sim,4,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Nao,Mailed check,89.6,365.65
9565-FLVCG,Nao,Masculino,0,Sim,Sim,65,Sim,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Sim,Mailed check,69.55,4459.15
9565-JSNFM,Sim,Masculino,0,Nao,Nao,38,Sim,No,Fiber optic,No,No,No,No,No,No,One year,Sim,Bank transfer (automatic),70.45,2597.6
9570-KYEUA,Nao,Masculino,0,Nao,Nao,64,Sim,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Nao,Credit card (automatic),99.25,6549.45
9571-EDEBV,Nao,Masculino,0,Sim,Nao,71,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Sim,Credit card (automatic),98.65,6962.85
9572-MTILT,Sim,Masculino,0,Sim,Nao,59,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Sim,Electronic check,106.75,6252.9
9572-WUKSB,Nao,Masculino,0,Sim,Nao,3,Nao,Sem servico de telefone,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Electronic check,29.9,92.25
9574-BOSMD,Nao,Masculino,0,Sim,Sim,68,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Bank transfer (automatic),25.4,1620.2
9574-RKJIF,Sim,Masculino,0,Sim,Sim,30,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,94.4,2838.7
9575-IWCAZ,Nao,Masculino,0,Sim,Nao,6,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,25.1,171.0
9576-ANLXO,Sim,Feminino,0,Nao,Nao,3,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Bank transfer (automatic),69.55,222.3
9576-SYUHJ,Nao,Masculino,0,Nao,Nao,37,Sim,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,91.15,3369.25
9577-WJVCQ,Nao,Feminino,0,Nao,Nao,68,Sim,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Nao,Mailed check,54.45,3687.75
9578-FOMUK,Nao,Masculino,0,Nao,Sim,15,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Electronic check,24.8,324.15
9578-VRMNM,Sim,Feminino,0,Nao,Nao,16,Sim,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Sim,Credit card (automatic),65.2,1043.35
9581-GVBXT,Nao,Masculino,0,Sim,Sim,59,Nao,Sem servico de telefone,DSL,Yes,No,Yes,No,No,No,One year,Nao,Mailed check,34.8,1980.3
9584-EXCDZ,Nao,Feminino,0,Nao,Nao,17,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Bank transfer (automatic),70.5,1165.6
9585-KKMFD,Nao,Masculino,0,Sim,Sim,41,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,20.0,879.8
9586-JGQKH,Nao,Feminino,0,Sim,Nao,64,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Sim,Bank transfer (automatic),105.4,6794.75
9588-OZDMQ,Nao,Feminino,0,Sim,Nao,2,Sim,No,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,45.0,89.75
9588-YRFHY,Nao,Masculino,0,Nao,Nao,49,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),19.9,1022.6
9589-ABEPT,Nao,Masculino,0,Sim,Nao,69,Sim,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Sim,Mailed check,92.45,6460.55
9591-YVTEB,Nao,Masculino,1,Nao,Nao,55,Nao,Sem servico de telefone,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,44.85,2479.05
9592-ERDKV,Nao,Masculino,0,Sim,Nao,37,Sim,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Nao,Mailed check,79.25,2911.8
9593-CVZKR,Nao,Feminino,0,Sim,Sim,56,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Mailed check,24.45,1385.85
9600-NAXZN,Sim,Masculino,0,Nao,Nao,43,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,101.4,4528.0
9600-UDOPK,Sim,Masculino,0,Sim,Nao,30,Sim,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Credit card (automatic),94.05,2866.45
9601-BRXPO,Sim,Feminino,0,Sim,Nao,25,Sim,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),104.95,2566.5
9602-WCXPI,Nao,Masculino,0,Nao,Nao,50,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),20.15,989.05
9603-OAIHC,Nao,Masculino,1,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.05,70.05
9605-WGJVW,Nao,Feminino,1,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.2,70.2
9606-PBKBQ,Sim,Masculino,1,Sim,Nao,32,Sim,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Sim,Electronic check,85.0,2642.05
9609-BENEA,Nao,Masculino,0,Sim,Nao,35,Sim,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Sim,Electronic check,69.0,2441.7
9610-WCESF,Nao,Masculino,0,Nao,Nao,67,Nao,Sem servico de telefone,DSL,Yes,No,No,Yes,Yes,No,Two year,Nao,Electronic check,43.9,3097.2
9611-CTWIH,Sim,Feminino,0,Nao,Nao,3,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,89.45,240.45
9614-RMGHA,Sim,Masculino,0,Sim,Nao,65,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),91.85,5940.85
9617-INGJY,Nao,Masculino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Mailed check,70.6,70.6
9617-UDPEU,Nao,Feminino,0,Nao,Nao,22,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Mailed check,19.25,412.55
9618-LFJRU,Nao,Feminino,0,Nao,Nao,4,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.45,82.85
9619-GSATL,Nao,Feminino,0,Nao,Nao,43,Sim,No,DSL,No,Yes,No,Yes,No,No,One year,Nao,Electronic check,55.45,2444.25
9620-ENEJV,Nao,Feminino,0,Nao,Nao,6,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Credit card (automatic),70.55,433.95
9620-QJREV,Nao,Masculino,0,Nao,Sim,47,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),20.55,1013.05
9621-OUPYD,Nao,Feminino,0,Sim,Nao,25,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Sim,Bank transfer (automatic),20.2,507.9
9624-EGDEQ,Nao,Feminino,0,Nao,Nao,37,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.8,813.3
9625-QNLUX,Nao,Masculino,0,Sim,Sim,68,Sim,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Sim,Credit card (automatic),103.25,7074.4
9625-QSTYE,Sim,Feminino,0,Nao,Nao,13,Sim,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Sim,Electronic check,81.15,952.3
9625-RZFUK,Nao,Masculino,0,Sim,Sim,63,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.7,1275.85
9626-VFRGG,Nao,Feminino,0,Nao,Sim,41,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),88.5,3645.05
9626-WEQRM,Nao,Feminino,0,Nao,Nao,4,Nao,Sem servico de telefone,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Mailed check,29.15,110.05
9629-NHXFW,Nao,Feminino,0,Sim,Sim,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Sim,Mailed check,19.4,19.4
9631-RXVJM,Nao,Masculino,0,Nao,Nao,35,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.25,677.9
9631-XEYKE,Nao,Masculino,0,Nao,Nao,3,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Nao,Bank transfer (automatic),50.4,137.25
9633-DENPU,Nao,Feminino,0,Sim,Nao,47,Sim,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Sim,Bank transfer (automatic),58.6,2723.4
9633-XQABV,Nao,Feminino,0,Nao,Nao,3,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.25,229.7
9637-CDTKZ,Nao,Masculino,0,Sim,Nao,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),114.1,8086.4
9637-EIHEQ,Sim,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Electronic check,50.8,50.8
9638-JIQYA,Nao,Masculino,0,Nao,Nao,2,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,Month-to-month,Sim,Credit card (automatic),24.9,49.7
9639-BUJXT,Nao,Masculino,0,Nao,Nao,63,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Mailed check,20.5,1328.15
9640-ZSLDC,Nao,Feminino,0,Sim,Sim,53,Sim,No,DSL,No,No,Yes,No,No,Yes,One year,Nao,Credit card (automatic),60.6,3297.0
9643-AVVWI,Nao,Feminino,0,Sim,Sim,3,Sim,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Sim,Electronic check,80.0,241.3
9643-YBLUR,Nao,Masculino,0,Sim,Nao,9,Sim,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Sim,Credit card (automatic),69.05,653.95
9644-KVCNC,Nao,Feminino,0,Nao,Nao,66,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Sim,Bank transfer (automatic),92.15,6056.9
9644-UMGQA,Nao,Masculino,0,Sim,Sim,6,Sim,No,DSL,Yes,No,No,No,No,No,Month-to-month,Sim,Electronic check,49.15,295.65
9646-NMHXE,Nao,Masculino,0,Sim,Nao,47,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,19.65,973.1
9647-ERGBE,Sim,Feminino,0,Sim,Sim,30,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,100.05,3046.15
9648-BCHKM,Nao,Feminino,0,Sim,Sim,18,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),24.65,471.35
9650-VBUOG,Nao,Masculino,0,Sim,Sim,38,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Credit card (automatic),25.05,963.95
9651-GTSAQ,Sim,Feminino,0,Sim,Nao,53,Sim,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Sim,Bank transfer (automatic),106.1,5769.75
9658-WYUFB,Sim,Feminino,0,Nao,Nao,17,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,94.4,1617.5
9659-QEQSY,Nao,Feminino,0,Nao,Nao,45,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Sim,Electronic check,115.65,5125.5
9659-ZTWSM,Nao,Masculino,1,Sim,Nao,66,Sim,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Sim,Bank transfer (automatic),107.35,7051.95
9661-ACXBS,Sim,Feminino,0,Nao,Nao,42,Sim,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,105.2,4400.75
9661-JALZV,Nao,Feminino,0,Nao,Nao,58,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),24.7,1519.0
9661-MHUMO,Sim,Masculino,1,Sim,Sim,1,Sim,No,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Credit card (automatic),49.25,49.25
9667-EQRXU,Sim,Feminino,1,Nao,Nao,30,Nao,Sem servico de telefone,DSL,No,No,Yes,No,Yes,No,Month-to-month,Sim,Electronic check,40.3,1172.95
9667-TKTVZ,Nao,Feminino,0,Nao,Nao,2,Sim,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Sim,Mailed check,54.35,117.05
9668-PUGNU,Nao,Masculino,0,Sim,Nao,71,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Electronic check,24.5,1816.2
9670-BPNXF,Nao,Feminino,0,Nao,Nao,45,Sim,No,DSL,Yes,Yes,No,Yes,No,No,One year,Sim,Credit card (automatic),62.55,2796.45
9674-EHPPG,Nao,Masculino,0,Sim,Nao,46,Nao,Sem servico de telefone,DSL,Yes,No,Yes,Yes,No,No,Two year,Nao,Credit card (automatic),40.4,1842.7
9675-ICXCT,Nao,Masculino,0,Sim,Sim,72,Sim,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Sim,Electronic check,80.8,5728.55
9677-AVKED,Nao,Feminino,0,Nao,Sim,53,Sim,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Sim,Electronic check,84.6,4449.75
9680-NIAUV,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Nao,Credit card (automatic),109.7,8129.3
9681-KYGYB,Nao,Masculino,1,Sim,Nao,49,Sim,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Sim,Electronic check,88.2,4159.45
9681-OXGVC,Sim,Feminino,0,Nao,Nao,5,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Sim,Electronic check,100.5,514.0
9685-WKZGT,Sim,Masculino,1,Nao,Nao,14,Sim,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,74.95,1036.75
9688-YGXVR,Nao,Feminino,0,Nao,Nao,44,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Sim,Credit card (automatic),88.15,3973.2
9689-PTNPG,Sim,Masculino,0,Nao,Nao,2,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Electronic check,80.25,144.55
9691-HKOVS,Nao,Feminino,0,Sim,Nao,55,Sim,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Sim,Electronic check,90.15,4916.95
9692-TUSXH,Sim,Feminino,0,Nao,Nao,18,Sim,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,96.05,1740.7
9693-XMUOB,Nao,Masculino,1,Sim,Nao,59,Nao,Sem servico de telefone,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,50.25,2997.45
9695-IDRZR,Nao,Feminino,0,Nao,Sim,34,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Sim,Credit card (automatic),116.15,3946.9
9696-RMYBA,Nao,Masculino,0,Nao,Nao,5,Sim,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Sim,Mailed check,80.1,398.55
9699-UBQFS,Nao,Feminino,1,Sim,Nao,43,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Sim,Electronic check,94.5,4156.8
9700-ISPUP,Nao,Feminino,0,Sim,Sim,10,Sim,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Sim,Electronic check,65.5,616.9
9700-ZCLOT,Nao,Masculino,0,Nao,Nao,2,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Mailed check,20.0,32.7
9701-CDXHR,Nao,Feminino,0,Sim,Nao,51,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Nao,Mailed check,69.15,3649.6
9702-AIUJO,Nao,Masculino,0,Sim,Sim,50,Sim,No,DSL,No,No,No,No,No,No,One year,Sim,Bank transfer (automatic),44.8,2230.85
9705-IOVQQ,Nao,Masculino,1,Sim,Sim,61,Sim,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Nao,Electronic check,99.0,5969.3
9705-ZJBCG,Nao,Feminino,0,Sim,Sim,13,Sim,No,DSL,Yes,No,No,Yes,No,No,One year,Nao,Bank transfer (automatic),54.15,701.05
9708-HPXWZ,Nao,Masculino,1,Nao,Nao,5,Nao,Sem servico de telefone,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Nao,Credit card (automatic),45.4,214.75
9708-KFDBY,Nao,Masculino,0,Nao,Nao,1,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Month-to-month,Nao,Credit card (automatic),20.55,20.55
9710-NJERN,Nao,Feminino,0,Nao,Nao,39,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Nao,Mailed check,20.15,826.0
9710-ZUSHQ,Sim,Feminino,1,Nao,Nao,37,Sim,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Sim,Bank transfer (automatic),106.75,4056.75
9711-FJTBX,Nao,Masculino,0,Sim,Sim,56,Sim,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Sim,Mailed check,85.85,4793.8
9714-EDSUC,Nao,Masculino,0,Nao,Nao,4,Sim,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Sim,Mailed check,94.9,360.55
9715-SBVSU,Nao,Masculino,0,Sim,Sim,14,Sim,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Sim,Bank transfer (automatic),61.4,815.55
9715-WZCLW,Nao,Masculino,0,Sim,Sim,71,Sim,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Sim,Electronic check,97.2,6910.3
9717-IOAAF,Nao,Masculino,0,Nao,Sim,27,Sim,Yes,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Two year,Sim,Credit card (automatic),25.85,788.55
9717-QEBGU,Nao,Masculino,0,Nao,Nao,2,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.3,144.0
9720-JJJOR,Nao,Masculino,0,Sim,Sim,41,Sim,No,DSL,Yes,Yes,Yes,No,No,No,One year,Sim,Bank transfer (automatic),60.3,2511.3
9722-UJOJR,Sim,Masculino,0,Sim,Sim,29,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,70.75,1974.8
9725-SCPZG,Sim,Masculino,0,Nao,Sim,1,Sim,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Sim,Electronic check,90.85,90.85
9728-FTTVZ,Sim,Feminino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,69.2,69.2
9730-DRTMJ,Nao,Masculino,0,Sim,Nao,32,Sim,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Sim,Credit card (automatic),72.8,2333.05
9732-EQMWY,Nao,Feminino,0,Sim,Nao,49,Sim,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Nao,Electronic check,99.4,5025.0
9732-KPKBW,Sim,Masculino,0,Nao,Nao,1,Sim,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Sim,Electronic check,53.95,53.95
9732-OUYRN,Nao,Feminino,0,Sim,Nao,49,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Credit card (automatic),19.0,918.7
9734-UYXQI,Sim,Feminino,0,Nao,Nao,2,Sim,Yes,DSL,No,No,No,No,No,No,Month-to-month,Sim,Electronic check,49.4,106.55
9734-YWGEX,Sim,Feminino,0,Nao,Nao,9,Sim,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Nao,Credit card (automatic),98.3,923.5
9738-QLWTP,Nao,Masculino,0,Nao,Nao,39,Sim,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Nao,Electronic check,81.9,3219.75
9739-JLPQJ,Nao,Feminino,0,Sim,Sim,72,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Nao,Credit card (automatic),117.5,8670.1
9741-YLNTD,Nao,Masculino,0,Nao,Nao,6,Sim,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Sim,Bank transfer (automatic),87.95,522.35
9742-XOKTS,Nao,Masculino,0,Sim,Sim,67,Sim,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Nao,Electronic check,89.55,6038.55
9743-DQKQW,Nao,Masculino,0,Nao,Nao,3,Nao,Sem servico de telefone,DSL,No,No,No,No,No,No,Month-to-month,Nao,Electronic check,25.1,79.8
9746-MDMBK,Nao,Masculino,0,Sim,Sim,47,Sim,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Sim,Bank transfer (automatic),113.45,5317.8
9746-UGFAC,Nao,Feminino,0,Nao,Nao,22,Sim,No,No,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,Sem servico de internet,One year,Nao,Bank transfer (automatic),20.85,450.65
9746-YKGXB,Nao,Masculino,0,Sim,Sim,52,Nao,Sem servico de telefone,DSL,Yes,No,Yes,No,No,Yes,One year,Nao,Bank transfer (automatic),44.25,2276.1
9747-DDZOS,Sim,Feminino,0,Nao,Nao,1,Sim,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Nao,Bank transfer (automatic),73.5,73.5
9750-BOOHV,Nao,Feminino,0,Nao,Nao,32,Nao,Sem servico de telefone,DSL,Yes,No,No,No,No,No,One year,Nao,Mailed check,30.15,927.65
9752-ZNQUT,Nao,Feminino,0,Nao,Nao,1,Sim,No,DSL,No,Yes,No,No,No,No,Month-to-month,Sim,Electronic check,48.6,48.6
